OPR_DATE,HOUR_ENDING,time_of_day,season,agg_hour,NG_COL_CAL,NG_NG_CAL,NG_NUC_CAL,NG_OIL_CAL,NG_WAT_CAL,NG_SUN_CAL,NG_WND_CAL,NG_OTH_CAL,LOADING_MW_ACTUAL_CAISO,LOADING_MW_ACTUAL_PGE,LOADING_MW_ACTUAL_SCE,LOADING_MW_ACTUAL_SDGE,LOADING_MW_FORECAST_CAISO,LOADING_MW_FORECAST_PGE,LOADING_MW_FORECAST_SCE,LOADING_MW_FORECAST_SDGE,GAS_PRICE_PGE,GAS_PRICE_SCE,DA_LMP_PGE_NP15
6/22/2020,10,morning,summer,4161,551,7200,2261,46,578,10936,647,626,25899,12331,11297,1994,26557,12397,11698,2176,3,3,15
6/22/2020,11,day,summer,4162,553,7494,2261,46,604,11788,409,642,26066,12319,11555,1901,26949,12540,12069,2045,3,3,17
6/22/2020,12,day,summer,4163,554,7414,2261,46,626,12302,249,661,26759,12518,12063,1880,27448,12797,12419,1932,3,3,19
6/22/2020,13,day,summer,4164,622,8277,2263,46,650,12482,190,689,28065,13110,12753,1895,28255,13223,12816,1908,3,3,22
6/22/2020,14,day,summer,4165,885,9694,2262,46,777,12542,226,763,29745,13913,13578,1934,29609,13945,13430,1917,3,3,25
6/22/2020,15,day,summer,4166,900,11840,2263,46,959,12448,258,779,31567,14774,14456,2011,31125,14776,14060,1970,3,3,28
6/22/2020,16,day,summer,4167,901,13598,2261,46,1058,12119,434,798,33253,15660,15132,2128,32737,15649,14679,2085,3,3,29
6/22/2020,17,day,summer,4168,931,14949,2262,47,1166,11477,1082,812,34653,16510,15524,2284,34526,16665,15231,2300,3,3,32
6/22/2020,18,day,summer,4169,1000,15610,2264,46,1153,10332,1251,816,35685,17222,15642,2486,35585,17424,15332,2500,3,3,36
6/22/2020,19,dusk,summer,4170,1037,17134,2263,46,1363,7975,1763,819,35864,17513,15425,2593,36135,17859,15334,2616,3,3,42
6/22/2020,20,dusk,summer,4171,1199,19259,2263,46,1758,3227,2226,817,35069,17254,14883,2608,35483,17761,14801,2606,3,3,68
6/22/2020,21,dusk,summer,4172,1200,19379,2265,47,2160,231,2956,831,33966,16614,14432,2609,34671,17097,14611,2656,3,3,45
6/22/2020,22,night,summer,4173,879,18131,2261,46,1891,4,3478,833,32273,15722,13754,2497,33206,16344,13991,2574,3,3,35
6/22/2020,23,night,summer,4174,842,16467,2260,46,1221,-8,3471,831,29637,14379,12662,2307,30361,14873,12826,2375,3,3,26
6/22/2020,24,night,summer,4175,555,13784,2262,46,1120,-8,3410,820,27177,13161,11602,2136,27441,13315,11674,2169,3,3,22
6/23/2020,1,night,summer,4176,551,11861,2261,46,1028,-9,3412,809,25285,12231,10726,2054,25245,11954,10984,2037,4,3,24
6/23/2020,2,night,summer,4177,556,9823,2261,46,703,-9,3289,798,24032,11601,10155,2006,23790,11292,10290,1941,4,3,23
6/23/2020,3,night,summer,4178,552,8779,2259,46,691,-8,3149,794,23179,11198,9769,1946,22861,10883,9840,1869,4,3,21
6/23/2020,4,night,summer,4179,551,7915,2260,46,637,-11,3010,802,22705,10953,9580,1909,22373,10656,9613,1834,4,3,21
6/23/2020,5,night,summer,4180,556,7930,2261,46,629,-13,2508,771,22837,10996,9658,1918,22497,10711,9670,1847,4,3,23
6/23/2020,6,night,summer,4181,558,8095,2260,46,647,-13,2458,740,23500,11282,9972,1974,23296,11087,10010,1928,4,3,26
6/23/2020,7,night,summer,4182,558,8368,2261,46,745,449,2150,774,24439,11702,10333,2130,24358,11631,10425,2016,4,3,26
6/23/2020,8,morning,summer,4183,556,8090,2261,46,647,4499,1611,809,25577,12209,10772,2323,25441,12099,10979,2084,4,3,19
6/23/2020,9,morning,summer,4184,557,7876,2262,46,631,8739,1331,763,26274,12485,11178,2335,25969,12189,11369,2133,4,3,16
6/23/2020,10,morning,summer,4185,556,8436,2262,46,627,10824,704,729,26613,12551,11498,2279,26324,12211,11751,2083,4,3,17
6/23/2020,11,day,summer,4186,556,8524,2260,46,654,11802,681,740,27005,12748,11871,2089,26953,12385,12308,1971,4,3,18
6/23/2020,12,day,summer,4187,556,9165,2261,46,656,12166,663,755,27659,13042,12392,1915,27749,12679,12906,1867,4,3,21
6/23/2020,13,day,summer,4188,597,9812,2260,46,659,11742,509,754,28992,13648,13138,1886,28880,13125,13648,1805,4,3,26
6/23/2020,14,day,summer,4189,841,10778,2261,46,716,12349,511,767,30720,14451,14001,1940,30472,13836,14476,1847,4,3,27
6/23/2020,15,day,summer,4190,950,11962,2261,46,907,12157,531,789,32519,15319,14830,2038,32099,14564,15254,1963,4,3,27
6/23/2020,16,day,summer,4191,997,13821,2263,46,1077,11890,793,788,34150,16146,15499,2171,33723,15412,15926,2062,4,3,30
6/23/2020,17,day,summer,4192,1074,14893,2261,46,1104,11279,1543,803,35346,16847,15843,2320,35170,16208,16336,2300,4,3,31
6/23/2020,18,day,summer,4193,1162,15848,2255,46,1258,9829,1958,800,36239,17439,15975,2488,36229,16898,16505,2500,4,3,36
6/23/2020,19,dusk,summer,4194,1224,17283,2255,46,1551,7372,2248,823,36445,17689,15834,2593,36508,17307,16260,2616,4,3,44
6/23/2020,20,dusk,summer,4195,1432,19545,2258,46,1901,2883,3047,819,35702,17376,15372,2631,35670,17197,15540,2606,4,3,62
6/23/2020,21,dusk,summer,4196,1410,19563,2258,47,2032,396,3370,820,34437,16692,14837,2591,34639,16572,15094,2656,4,3,46
6/23/2020,22,night,summer,4197,1294,18089,2257,46,1580,-17,3983,830,32537,15840,13913,2477,33159,15886,14403,2574,4,3,37
6/23/2020,23,night,summer,4198,982,16717,2258,46,1353,-27,3887,812,29928,14536,12801,2295,30350,14508,13179,2375,4,3,28
6/23/2020,24,night,summer,4199,614,13252,2259,46,1116,-27,3799,827,27471,13321,11731,2130,27469,13083,11941,2169,4,3,26
6/24/2020,1,night,summer,4200,553,11206,2260,46,997,-26,3843,821,25549,12387,10861,2016,25514,12220,10952,2066,3,3,24
6/24/2020,2,night,summer,4201,557,9589,2260,46,726,-27,3750,815,24182,11719,10267,1921,24092,11510,10282,2028,3,3,23
6/24/2020,3,night,summer,4202,557,8711,2260,46,662,-27,3568,819,23258,11250,9880,1856,23078,11017,9831,1962,3,3,22
6/24/2020,4,night,summer,4203,553,8146,2261,46,660,-27,3487,813,22829,11023,9713,1828,22515,10725,9610,1914,3,3,21
6/24/2020,5,night,summer,4204,557,8164,2261,46,668,-31,3188,816,23005,11076,9807,1859,22609,10741,9694,1906,3,3,23
6/24/2020,6,night,summer,4205,560,8751,2259,46,668,-33,2587,815,23754,11423,10123,1943,23307,11098,9993,1942,3,3,27
6/24/2020,7,night,summer,4206,558,9197,2255,46,736,425,2318,809,24577,11829,10453,2027,24273,11514,10374,2105,3,3,29
6/24/2020,8,morning,summer,4207,557,9571,2255,45,771,3749,1897,811,25654,12338,10913,2130,25434,11939,10993,2224,3,3,24
6/24/2020,9,morning,summer,4208,559,8990,2254,46,697,7206,1264,809,26403,12646,11311,2167,26000,12018,11460,2247,3,3,21
6/24/2020,10,morning,summer,4209,558,8228,2256,46,673,10126,862,796,26741,12712,11648,2093,26294,12049,11757,2211,3,3,21
6/24/2020,11,day,summer,4210,556,8496,2257,46,684,11265,600,786,27314,12919,12100,1999,26724,12247,12080,2106,3,3,22
6/24/2020,12,day,summer,4211,558,9336,2259,46,714,11319,539,796,28175,13191,12742,1935,27518,12646,12608,1967,3,3,23
6/24/2020,13,day,summer,4212,664,9805,2258,46,746,11621,499,794,29461,13660,13550,1934,28767,13261,13254,1950,3,3,24
6/24/2020,14,day,summer,4213,1021,11120,2258,47,764,11222,647,766,31164,14333,14475,2033,30378,14088,13994,1981,3,3,27
6/24/2020,15,day,summer,4214,1107,12478,2258,47,897,11076,748,769,32906,15173,15238,2167,32162,14986,14877,1978,3,3,29
6/24/2020,16,day,summer,4215,1112,13766,2260,46,1075,11041,1357,799,34372,16041,15737,2266,34062,15965,15685,2086,3,3,29
6/24/2020,17,day,summer,4216,1219,15370,2253,47,1145,9914,1817,807,35595,16883,16024,2361,35428,16695,16183,2218,3,3,31
6/24/2020,18,day,summer,4217,1207,16977,2250,46,1213,8396,2116,814,36429,17575,16014,2514,36543,17457,16322,2434,3,3,34
6/24/2020,19,dusk,summer,4218,1215,18078,2251,46,1315,5823,2577,832,36471,17957,15613,2580,36835,17838,16054,2615,3,3,41
6/24/2020,20,dusk,summer,4219,1409,19545,2252,46,1715,2892,2518,823,35508,17708,14931,2551,36005,17619,15461,2604,3,3,53
6/24/2020,21,dusk,summer,4220,1386,19346,2253,46,1676,174,3058,841,34262,17002,14416,2534,34816,16887,14965,2655,3,3,41
6/24/2020,22,night,summer,4221,1032,18773,2253,46,1607,-31,3146,838,32504,16086,13686,2429,33444,16136,14428,2581,3,3,35
6/24/2020,23,night,summer,4222,639,16843,2258,46,1413,-29,3324,815,29851,14693,12613,2254,30756,14736,13345,2385,3,3,28
6/24/2020,24,night,summer,4223,553,13592,2261,46,1070,-29,3398,796,27397,13424,11604,2088,27963,13283,12214,2185,3,3,26
6/25/2020,1,night,summer,4224,555,11589,2258,46,830,-29,3388,789,25590,12510,10819,1987,26122,12610,11165,2055,3,3,23
6/25/2020,2,night,summer,4225,556,9745,2258,46,720,-30,4012,752,24334,11901,10252,1912,24553,11814,10504,1955,3,3,22
6/25/2020,3,night,summer,4226,558,8461,2259,46,691,-29,3902,708,23612,11640,9860,1845,23479,11304,9998,1899,3,3,21
6/25/2020,4,night,summer,4227,559,7844,2260,46,674,-30,3696,709,23162,11417,9659,1820,22818,10977,9701,1868,3,3,21
6/25/2020,5,night,summer,4228,560,7589,2261,46,686,-34,3772,708,23347,11476,9756,1850,22835,11004,9668,1894,3,3,23
6/25/2020,6,night,summer,4229,560,8133,2253,46,692,-35,3501,719,24120,11819,10108,1925,23587,11376,9963,1978,3,3,26
6/25/2020,7,night,summer,4230,559,8501,2251,46,699,294,2965,755,25006,12222,10501,2011,24516,11820,10334,2089,3,3,25
6/25/2020,8,morning,summer,4231,575,8735,2253,46,906,3226,2351,774,25881,12521,10958,2124,25433,12245,10702,2207,3,3,19
6/25/2020,9,morning,summer,4232,646,8213,2254,46,785,7247,2125,714,26470,12694,11327,2164,26038,12381,11150,2229,3,3,15
6/25/2020,10,morning,summer,4233,597,7885,2256,46,736,9507,1831,687,26741,12833,11536,2078,26403,12441,11495,2181,3,3,17
6/25/2020,11,day,summer,4234,563,8403,2257,46,703,10602,1698,682,27168,13093,11836,1936,26904,12706,11784,2119,3,3,20
6/25/2020,12,day,summer,4235,561,9299,2256,46,712,10846,1538,696,27888,13510,12219,1849,27572,13080,12248,1938,3,3,21
6/25/2020,13,day,summer,4236,576,9999,2253,46,745,10870,1230,701,29013,14103,12746,1847,28709,13674,12842,1878,3,3,22
6/25/2020,14,day,summer,4237,787,11159,2254,46,751,11098,1486,707,30365,14628,13522,1895,30314,14495,13583,1913,3,3,25
6/25/2020,15,day,summer,4238,803,12216,2253,47,841,10625,1573,742,31865,15358,14208,1977,31980,15345,14310,1999,3,3,27
6/25/2020,16,day,summer,4239,889,13260,2250,46,1072,10736,2259,770,33444,16323,14729,2068,33666,16243,14969,2125,3,3,28
6/25/2020,17,day,summer,4240,1001,14035,2245,46,1157,10719,2925,782,34861,17335,15007,2192,35180,17218,15367,2264,3,3,28
6/25/2020,18,day,summer,4241,1010,14954,2246,46,1180,9438,3493,777,35103,17312,15101,2364,36165,17924,15465,2444,3,3,31
6/25/2020,19,dusk,summer,4242,1019,16108,2245,46,1321,7250,3626,809,35268,17587,14854,2507,36625,18304,15414,2580,3,3,37
6/25/2020,20,dusk,summer,4243,1054,17627,2249,47,1509,2819,3668,834,34555,17293,14412,2542,36100,18092,15055,2631,3,3,47
6/25/2020,21,dusk,summer,4244,1263,17873,2249,46,2010,141,3745,826,33621,16664,14108,2548,34971,17319,14718,2617,3,3,39
6/25/2020,22,night,summer,4245,977,17722,2252,46,1893,-12,3343,845,32153,15880,13525,2455,33349,16556,13953,2530,3,3,35
6/25/2020,23,night,summer,4246,701,16770,2252,46,1442,-11,3133,823,29648,14598,12494,2270,30739,15139,12947,2354,3,3,28
6/25/2020,24,night,summer,4247,614,13473,2253,46,979,-11,3051,812,27237,13366,11495,2098,27976,13635,11877,2173,3,3,25
6/26/2020,1,night,summer,4248,559,11545,2254,46,792,-11,2635,810,25452,12498,10708,1973,25641,12602,10711,2050,3,3,25
6/26/2020,2,night,summer,4249,598,9780,2255,46,615,-11,2426,800,24090,11779,10147,1895,24172,11853,10099,1947,3,3,21
6/26/2020,3,night,summer,4250,559,8566,2253,46,583,-11,2266,791,23152,11266,9776,1845,23178,11349,9689,1870,3,3,21
6/26/2020,4,night,summer,4251,562,7848,2256,46,563,-13,2576,795,22668,11021,9582,1803,22624,11069,9460,1828,3,3,21
6/26/2020,5,night,summer,4252,562,7307,2258,46,560,-15,2384,793,22819,11063,9667,1828,22698,11051,9545,1835,3,3,21
6/26/2020,6,night,summer,4253,564,7463,2255,46,572,-17,2200,759,23506,11390,9962,1892,23463,11384,9894,1917,3,3,25
6/26/2020,7,night,summer,4254,559,7776,2253,46,591,205,2210,773,24339,11817,10289,1970,24436,11847,10323,1994,3,3,24
6/26/2020,8,morning,summer,4255,564,7801,2248,49,840,3604,2040,807,25294,12278,10713,2036,25240,12219,10641,2103,3,3,21
6/26/2020,9,morning,summer,4256,565,7679,2248,81,686,7583,1991,749,26034,12644,11100,2019,25895,12418,11019,2178,3,3,16
6/26/2020,10,morning,summer,4257,565,7250,2248,85,677,10069,1406,689,26377,12746,11449,1910,26197,12467,11320,2123,3,3,16
6/26/2020,11,day,summer,4258,596,7456,2251,85,676,11576,1143,678,27020,12974,11937,1832,26675,12696,11713,1973,3,3,18
6/26/2020,12,day,summer,4259,596,8158,2247,46,726,11826,948,719,27929,13274,12573,1794,27399,13029,12197,1871,3,3,19
6/26/2020,13,day,summer,4260,635,8569,2253,47,766,11924,893,762,29317,13866,13314,1838,28351,13514,12750,1777,3,3,21
6/26/2020,14,day,summer,4261,867,9623,2248,70,811,11852,1010,763,31091,14687,14192,1903,29923,14212,13597,1799,3,3,25
6/26/2020,15,day,summer,4262,873,11532,2247,87,1107,11494,1266,779,32769,15464,14983,2007,31569,15024,14336,1888,3,3,26
6/26/2020,16,day,summer,4263,897,13520,2243,87,1411,10249,1726,784,34247,16186,15611,2142,33006,15899,14800,1983,3,3,27
6/26/2020,17,day,summer,4264,1169,15382,2244,88,1704,9133,1990,839,35379,16890,15903,2307,34416,16693,15233,2162,3,3,30
6/26/2020,18,day,summer,4265,1187,15842,2246,88,1613,9003,2447,821,36133,17472,15901,2483,35400,17368,15350,2356,3,3,32
6/26/2020,19,dusk,summer,4266,1197,16923,2245,88,1724,6859,3001,829,36077,17714,15524,2570,35648,17736,15117,2472,3,3,38
6/26/2020,20,dusk,summer,4267,1253,18875,2243,88,1724,2989,3470,824,35189,17406,14929,2585,34967,17574,14548,2525,3,3,47
6/26/2020,21,dusk,summer,4268,1296,18862,2246,88,1948,179,3450,822,34140,16796,14495,2583,33859,16839,14151,2555,3,3,40
6/26/2020,22,night,summer,4269,1015,17727,2251,88,1912,-10,3889,820,32646,16025,13848,2508,32665,16164,13697,2498,3,3,32
6/26/2020,23,night,summer,4270,899,16223,2254,88,1599,-11,4065,821,30222,14816,12822,2320,30370,14958,12765,2355,3,3,27
6/26/2020,24,night,summer,4271,738,13068,2255,88,1043,-11,4137,824,27886,13630,11848,2150,27845,13577,11809,2175,3,3,24
6/27/2020,1,night,summer,4272,637,10637,2253,89,830,-28,4210,810,25937,12657,10997,2028,25482,12079,11058,2070,3,3,22
6/27/2020,2,night,summer,4273,561,8606,2253,88,878,-29,4359,798,24499,11957,10358,1932,24031,11402,10365,1991,3,3,20
6/27/2020,3,night,summer,4274,562,7124,2254,88,780,-28,4343,791,23473,11465,9890,1866,22993,10996,9837,1891,3,3,19
6/27/2020,4,night,summer,4275,563,7223,2253,88,762,-31,4391,785,22838,11165,9596,1821,22247,10674,9472,1835,3,3,24
6/27/2020,5,night,summer,4276,563,7306,2254,89,697,-33,4255,800,22736,11175,9496,1809,21936,10536,9308,1828,3,3,23
6/27/2020,6,night,summer,4277,565,7375,2253,89,685,-35,4147,826,22924,11367,9480,1820,21925,10551,9250,1860,3,3,24
6/27/2020,7,night,summer,4278,565,7274,2251,88,753,304,4083,830,23018,11478,9457,1831,21705,10529,9049,1860,3,3,22
6/27/2020,8,morning,summer,4279,563,6129,2251,88,789,3998,3915,820,23559,11813,9663,1858,22018,10618,9209,1919,3,3,16
6/27/2020,9,morning,summer,4280,562,4957,2251,88,574,8552,3315,805,24120,12081,9996,1836,22646,10770,9628,1969,3,3,12
6/27/2020,10,morning,summer,4281,563,4807,2250,88,568,10725,2444,749,24586,12247,10388,1715,22824,10789,9824,1924,3,3,12
6/27/2020,11,day,summer,4282,563,4743,2252,88,583,11703,1932,747,25389,12526,10924,1653,23088,10861,10160,1773,3,3,13
6/27/2020,12,day,summer,4283,563,5042,2254,88,602,12329,1870,776,26333,12867,11547,1625,23944,11241,10725,1674,3,3,16
6/27/2020,13,day,summer,4284,599,5331,2258,88,717,12498,2062,809,27322,13126,12233,1652,24854,11640,11252,1648,3,3,18
6/27/2020,14,day,summer,4285,872,5831,2254,88,739,12461,2528,815,28305,13389,12919,1677,26152,12220,11948,1660,3,3,20
6/27/2020,15,day,summer,4286,890,7515,2254,87,1027,12398,2833,809,29528,13907,13550,1748,27618,12940,12573,1776,3,3,20
6/27/2020,16,day,summer,4287,913,8801,2254,87,991,11878,3926,807,30897,14578,14112,1881,29094,13707,13180,1874,3,3,23
6/27/2020,17,day,summer,4288,1045,10043,2250,88,952,11294,4589,820,32223,15275,14539,2078,30467,14504,13626,1999,3,3,25
6/27/2020,18,day,summer,4289,1045,12485,2248,88,1210,10217,4753,833,33194,15773,14802,2288,31612,15135,13941,2199,3,3,26
6/27/2020,19,dusk,summer,4290,1045,14187,2248,87,1430,7790,5001,867,33326,15900,14670,2426,32116,15541,13844,2395,3,3,32
6/27/2020,20,dusk,summer,4291,1115,16545,2251,87,1580,3227,4892,866,32456,15564,14133,2436,31722,15548,13371,2482,3,3,41
6/27/2020,21,dusk,summer,4292,1313,16410,2252,88,1935,148,4356,852,31360,14984,13613,2448,30991,15041,13151,2488,3,3,37
6/27/2020,22,night,summer,4293,1047,15538,2252,88,2038,-13,4231,846,29894,14296,12898,2393,30151,14505,12908,2436,3,3,33
6/27/2020,23,night,summer,4294,988,13882,2251,88,1659,-28,3969,848,27801,13206,12049,2248,28273,13485,12191,2304,3,3,26
6/27/2020,24,night,summer,4295,620,11759,2253,89,1217,-28,4097,843,25768,12175,11208,2095,26127,12412,11290,2141,3,3,23
6/28/2020,1,night,summer,4296,563,10633,2257,88,1031,-27,3983,833,24080,11345,10469,1983,24377,11645,10434,2021,3,3,22
6/28/2020,2,night,summer,4297,560,9598,2257,89,748,-27,3773,843,22853,10771,9911,1893,22892,10927,9769,1923,3,3,21
6/28/2020,3,night,summer,4298,561,8295,2253,89,751,-27,3690,834,21990,10389,9505,1822,21906,10459,9322,1855,3,3,21
6/28/2020,4,night,summer,4299,562,7214,2252,90,760,-30,3628,839,21546,10264,9235,1775,21253,10153,9020,1811,3,3,22
6/28/2020,5,night,summer,4300,564,7384,2253,89,765,-31,3383,837,21365,10243,9090,1762,20964,10008,8879,1810,3,3,20
6/28/2020,6,night,summer,4301,566,7236,2253,88,756,-34,3365,840,21243,10196,9013,1763,20808,9931,8810,1800,3,3,21
6/28/2020,7,night,summer,4302,566,6854,2255,90,751,304,3455,830,21081,10158,8877,1775,20277,9716,8566,1727,3,3,18
6/28/2020,8,morning,summer,4303,565,5230,2254,89,754,3772,3184,828,21239,10128,8984,1852,20241,9570,8662,1737,3,3,9
6/28/2020,9,morning,summer,4304,566,3520,2250,89,576,8171,3024,771,21320,9990,9192,1860,20571,9623,8900,1771,3,3,2
6/28/2020,10,morning,summer,4305,566,3218,2253,89,583,10034,3047,751,21369,9862,9377,1849,20616,9519,9077,1744,3,3,0
6/28/2020,11,day,summer,4306,565,3046,2249,89,577,11568,3178,741,21333,9774,9497,1777,20528,9420,9197,1633,3,3,0
6/28/2020,12,day,summer,4307,564,3063,2248,89,574,11861,3620,743,21381,9799,9644,1647,20573,9422,9318,1546,3,3,0
6/28/2020,13,day,summer,4308,564,3075,2255,89,570,12168,3859,739,21595,9920,9788,1591,20887,9548,9560,1483,3,3,0
6/28/2020,14,day,summer,4309,563,3136,2255,88,594,12232,4097,740,21887,10101,9938,1550,21426,9788,9880,1455,3,3,0
6/28/2020,15,day,summer,4310,563,3017,2255,88,610,11949,4505,731,22534,10450,10221,1563,22325,10222,10284,1509,3,3,2
6/28/2020,16,day,summer,4311,563,3321,2257,89,800,11387,4490,748,23584,10946,10595,1740,23620,10933,10735,1641,3,3,12
6/28/2020,17,day,summer,4312,564,4755,2254,89,1068,9691,4267,799,24859,11557,11017,1980,25027,11712,11175,1824,3,3,15
6/28/2020,18,day,summer,4313,563,6304,2253,89,1182,8200,4143,818,25962,12080,11406,2175,26638,12605,11647,2064,3,3,20
6/28/2020,19,dusk,summer,4314,565,8409,2253,89,1226,6227,3814,830,26680,12533,11534,2314,27713,13322,11858,2222,3,3,28
6/28/2020,20,dusk,summer,4315,561,10682,2254,88,1411,2883,3183,847,26910,12685,11565,2365,27798,13503,11729,2265,3,3,33
6/28/2020,21,dusk,summer,4316,574,12021,2256,89,1647,142,3097,848,26934,12618,11646,2381,27675,13343,11687,2350,3,3,37
6/28/2020,22,night,summer,4317,736,11599,2257,89,1566,-30,3086,859,26270,12404,11288,2301,27188,13084,11503,2311,3,3,30
6/28/2020,23,night,summer,4318,569,9823,2258,90,1697,-30,3118,837,24680,11605,10645,2161,25508,12211,10836,2180,3,3,24
6/28/2020,24,night,summer,4319,565,8273,2256,89,1608,-30,2954,835,23270,11007,9993,2008,23546,11153,10099,2020,3,3,21
6/29/2020,1,night,summer,4320,565,7586,2258,90,1209,-29,3170,820,22363,10733,9463,1911,22511,10501,9799,1944,3,3,23
6/29/2020,2,night,summer,4321,564,7606,2253,89,681,-27,2515,810,21620,10443,9091,1834,21440,9990,9315,1874,3,3,21
6/29/2020,3,night,summer,4322,564,7233,2255,90,667,-28,2022,769,21074,10191,8849,1783,20760,9691,8995,1816,3,3,18
6/29/2020,4,night,summer,4323,565,7302,2258,90,668,-28,1734,757,20906,10103,8795,1758,20475,9584,8842,1792,3,3,19
6/29/2020,5,night,summer,4324,566,7047,2257,90,658,-32,1761,754,21359,10315,9001,1790,20765,9727,8965,1817,3,3,21
6/29/2020,6,night,summer,4325,567,7436,2258,87,662,-34,1482,768,22225,10694,9399,1875,21732,10167,9383,1923,3,3,26
6/29/2020,7,night,summer,4326,567,7399,2259,90,657,364,1706,814,22910,10932,9774,1946,22742,10600,9856,2029,3,3,23
6/29/2020,8,morning,summer,4327,565,6524,2256,88,736,4382,2231,831,23816,11351,10167,2037,23857,11044,10409,2143,3,3,21
6/29/2020,9,morning,summer,4328,567,4501,2254,90,748,9223,2648,783,24186,11419,10406,2098,24248,11090,10666,2234,3,3,14
6/29/2020,10,morning,summer,4329,566,3926,2253,89,763,11113,3034,739,24153,11245,10538,2104,24381,10967,10878,2267,3,3,12
6/29/2020,11,day,summer,4330,567,3762,2256,89,646,12150,2657,712,24166,11138,10689,2068,24348,10856,10972,2244,3,3,12
6/29/2020,12,day,summer,4331,567,3758,2256,89,752,12677,2033,707,24290,11148,10861,2007,24285,10852,11038,2122,3,3,15
6/29/2020,13,day,summer,4332,567,3995,2252,90,771,12865,1679,706,24522,11289,11042,1912,24292,11008,11025,1976,3,3,15
6/29/2020,14,day,summer,4333,567,4196,2257,90,783,12829,2003,715,24974,11623,11280,1789,24676,11407,11139,1842,3,3,15
6/29/2020,15,day,summer,4334,567,4272,2261,89,812,12814,2469,715,25742,12120,11617,1719,25373,11903,11407,1776,3,3,17
6/29/2020,16,day,summer,4335,564,5022,2258,89,737,12543,3044,722,26808,12760,11984,1773,26552,12677,11755,1832,3,3,19
6/29/2020,17,day,summer,4336,585,6492,2259,89,1038,11856,3288,736,28047,13480,12339,1934,27914,13537,12135,1951,3,3,18
6/29/2020,18,day,summer,4337,598,7404,2259,89,1180,10823,3678,764,28973,13950,12586,2123,29328,14314,12528,2193,3,3,23
6/29/2020,19,dusk,summer,4338,599,8544,2256,89,1426,8300,3459,782,29637,14437,12603,2256,30382,15023,12689,2378,3,3,27
6/29/2020,20,dusk,summer,4339,609,10793,2254,89,1485,3399,3200,842,29709,14524,12500,2364,30484,15175,12575,2442,3,3,38
6/29/2020,21,dusk,summer,4340,746,11853,2250,90,1883,229,3458,836,29501,14266,12518,2422,30233,14838,12606,2501,3,3,37
6/29/2020,22,night,summer,4341,578,11852,2249,89,2063,-29,3371,831,28580,13839,12133,2315,29466,14435,12310,2439,3,3,31
6/29/2020,23,night,summer,4342,564,10936,2254,89,1803,-28,3377,812,26754,12963,11364,2142,27348,13284,11531,2258,3,3,25
6/29/2020,24,night,summer,4343,564,9718,2257,88,1394,-27,3306,778,24978,12183,10552,1972,25076,12068,10670,2071,3,3,24
6/30/2020,1,night,summer,4344,565,8239,2255,89,907,-26,3547,776,23497,11473,9889,1868,23116,11145,9766,1948,3,3,21
6/30/2020,2,night,summer,4345,562,7176,2256,90,726,-27,3264,743,22451,10945,9444,1797,21941,10518,9313,1857,3,3,22
6/30/2020,3,night,summer,4346,564,5767,2257,89,648,-27,3187,750,21796,10622,9162,1749,21207,10137,9026,1793,3,3,21
6/30/2020,4,night,summer,4347,567,5647,2262,89,616,-27,2981,747,21554,10495,9065,1737,20856,9940,8900,1765,3,3,21
6/30/2020,5,night,summer,4348,568,5376,2258,89,619,-31,2674,740,21798,10574,9216,1746,21060,10016,9009,1782,3,3,21
6/30/2020,6,night,summer,4349,565,5728,2257,88,657,-31,1982,747,22392,10711,9592,1822,21858,10364,9369,1868,3,3,28
6/30/2020,7,night,summer,4350,567,5947,2255,89,751,346,1673,765,23188,11068,9940,1918,22635,10750,9680,1945,3,3,25
6/30/2020,8,morning,summer,4351,602,5253,2254,89,782,4451,984,796,24235,11672,10281,2020,23544,11132,10154,1994,3,3,21
6/30/2020,9,morning,summer,4352,570,4800,2255,89,710,9019,669,745,24916,12011,10566,2079,23831,11233,10373,1961,3,3,14
6/30/2020,10,morning,summer,4353,569,4399,2254,89,707,11119,533,744,24954,11979,10677,2033,23727,11143,10441,1876,3,3,15
6/30/2020,11,day,summer,4354,570,4514,2257,89,735,12097,371,736,24975,12076,10783,1847,23747,11206,10492,1779,3,3,14
6/30/2020,12,day,summer,4355,569,4571,2260,89,767,12557,257,749,25393,12362,11098,1658,24037,11439,10611,1711,3,3,19
6/30/2020,13,day,summer,4356,579,4641,2260,89,788,12718,242,705,26226,12769,11536,1638,24608,11779,10863,1684,3,3,21
6/30/2020,14,day,summer,4357,756,5597,2257,89,800,12678,245,686,27314,13253,12097,1676,25559,12300,11282,1693,3,3,19
6/30/2020,15,day,summer,4358,776,6081,2259,89,876,12676,420,698,28337,13750,12552,1744,26784,12947,11807,1741,3,3,22
6/30/2020,16,day,summer,4359,780,6852,2263,89,1090,12375,962,714,30847,15017,13536,1996,28193,13653,12398,1849,3,3,25
6/30/2020,17,day,summer,4360,792,8141,2263,89,1357,11778,1962,716,31277,15235,13667,2073,29619,14410,12903,2007,3,3,22
6/30/2020,18,day,summer,4361,801,9124,2264,89,1510,10706,2645,738,32475,15902,13950,2313,30979,15150,13290,2240,3,3,23
6/30/2020,19,dusk,summer,4362,803,10716,2266,89,1599,8270,2759,839,32847,16260,13837,2440,31750,15725,13354,2372,3,3,30
